,school,school,sex,sex,age,age,address,address,famsize,famsize,Pstatus,Pstatus,Medu,Medu,Fedu,Fedu,Mjob,Mjob,Fjob,Fjob,reason,reason,guardian,guardian,traveltime,traveltime,studytime,studytime,failures,failures,schoolsup,schoolsup,famsup,famsup,paid,paid,activities,activities,nursery,nursery,higher,higher,internet,internet,romantic,romantic,famrel,famrel,freetime,freetime,goout,goout,Dalc,Dalc,Walc,Walc,health,health,absences,absences,G1,G1,G2,G2,G3,G3
181,GP,GP,F,F,19,19,U,U,LE3,LE3,T,T,1,1,2,2,services,services,services,services,home,home,other,other,1,1,2,2,1,1,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,yes,True,4,4,2,2,4,4,2,2,2,2,3,3,0,0,9,9,9,9,0,0
182,GP,GP,F,F,19,19,U,U,LE3,LE3,T,T,3,3,2,2,services,services,other,other,reputation,reputation,other,other,2,2,2,2,1,1,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,yes,True,4,4,2,2,2,2,1,1,2,2,1,1,22,22,13,13,10,10,11,11
183,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,2,2,1,1,health,health,services,services,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,5,5,4,4,2,2,1,1,1,1,5,5,8,8,9,9,9,9,9,9
184,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,2,2,3,3,at_home,at_home,services,services,course,course,mother,mother,1,1,2,2,0,0,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,no,False,4,4,4,4,4,4,1,1,1,1,1,1,2,2,11,11,8,8,8,8
185,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,3,3,2,2,other,other,other,other,course,course,mother,mother,2,2,2,2,2,2,yes,True,yes,True,no,False,no,False,yes,True,yes,True,yes,True,yes,True,4,4,4,4,4,4,1,1,4,4,3,3,6,6,5,5,9,9,7,7
186,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,3,3,4,4,at_home,at_home,teacher,teacher,course,course,mother,mother,4,4,2,2,0,0,no,False,yes,True,no,False,no,False,yes,True,yes,True,no,False,yes,True,5,5,3,3,3,3,1,1,1,1,5,5,0,0,9,9,0,0,0,0
187,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,4,4,3,3,teacher,teacher,at_home,at_home,course,course,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,5,5,2,2,1,1,1,1,5,5,0,0,17,17,16,16,16,16
188,GP,GP,M,M,15,15,R,R,GT3,GT3,T,T,4,4,4,4,other,other,other,other,home,home,father,father,4,4,4,4,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,1,1,3,3,5,5,3,3,5,5,1,1,6,6,10,10,13,13,13,13
189,GP,GP,M,M,15,15,U,U,GT3,GT3,A,A,2,2,2,2,other,other,other,other,home,home,other,other,1,1,3,3,0,0,no,False,yes,True,no,False,no,False,yes,True,yes,True,yes,True,yes,True,4,4,5,5,2,2,1,1,1,1,3,3,0,0,14,14,16,16,16,16
190,GP,GP,M,M,15,15,U,U,GT3,GT3,A,A,3,3,4,4,services,services,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,4,4,1,1,1,1,1,1,0,0,16,16,18,18,18,18
191,GP,GP,M,M,15,15,U,U,GT3,GT3,A,A,4,4,4,4,other,other,services,services,reputation,reputation,mother,mother,1,1,4,4,0,0,no,False,yes,True,no,False,yes,True,no,False,yes,True,yes,True,yes,True,1,1,3,3,3,3,5,5,5,5,3,3,4,4,13,13,13,13,12,12
192,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,2,2,2,2,other,other,other,other,home,home,mother,mother,1,1,1,1,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,4,4,2,2,2,2,1,1,2,2,5,5,2,2,12,12,12,12,11,11
193,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,2,2,2,2,services,services,services,services,course,course,father,father,1,1,1,1,0,0,yes,True,yes,True,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,4,4,1,1,1,1,1,1,1,1,0,0,8,8,8,8,11,11
194,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,2,2,2,2,services,services,services,services,home,home,father,father,1,1,4,4,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,5,5,4,4,1,1,2,2,5,5,6,6,16,16,14,14,15,15
195,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,2,2,3,3,other,other,other,other,home,home,mother,mother,1,1,3,3,0,0,yes,True,no,False,yes,True,no,False,no,False,yes,True,yes,True,no,False,5,5,3,3,2,2,1,1,2,2,5,5,4,4,11,11,10,10,11,11
196,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,2,2,3,3,other,other,services,services,course,course,father,father,1,1,1,1,0,0,yes,True,yes,True,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,3,3,2,2,2,2,1,1,3,3,3,3,2,2,10,10,12,12,12,12
197,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,3,3,4,4,other,other,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,5,5,1,1,1,1,1,1,5,5,0,0,14,14,15,15,15,15
198,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,3,3,4,4,other,other,other,other,reputation,reputation,father,father,1,1,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,3,3,4,4,3,3,1,1,2,2,4,4,6,6,14,14,13,13,13,13
199,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,3,3,4,4,services,services,services,services,home,home,father,father,1,1,1,1,0,0,yes,True,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,5,5,5,5,3,3,2,2,5,5,0,0,13,13,13,13,12,12
200,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,0,0,teacher,teacher,other,other,course,course,mother,mother,2,2,4,4,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,3,3,4,4,3,3,1,1,1,1,1,1,8,8,11,11,11,11,10,10
201,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,2,2,health,health,services,services,other,other,mother,mother,1,1,1,1,0,0,no,False,no,False,yes,True,no,False,yes,True,yes,True,yes,True,no,False,2,2,2,2,4,4,2,2,4,4,1,1,4,4,15,15,16,16,15,15
202,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,2,2,other,other,other,other,course,course,mother,mother,1,1,4,4,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,3,3,3,3,3,3,1,1,1,1,3,3,0,0,10,10,10,10,10,10
203,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,2,2,teacher,teacher,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,no,False,no,False,4,4,3,3,3,3,2,2,2,2,5,5,2,2,15,15,15,15,14,14
204,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,course,course,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,5,5,4,4,3,3,1,1,2,2,3,3,2,2,10,10,10,10,11,11
205,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,2,2,3,3,5,5,6,6,9,9,9,9,10,10
206,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,4,4,1,1,1,1,1,1,1,1,0,0,13,13,14,14,15,15
207,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,services,services,course,course,father,father,2,2,4,4,0,0,yes,True,yes,True,no,False,no,False,yes,True,yes,True,yes,True,no,False,2,2,2,2,2,2,1,1,1,1,3,3,0,0,7,7,9,9,0,0
208,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,health,health,health,health,other,other,father,father,1,1,1,1,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,5,5,4,4,2,2,1,1,1,1,5,5,0,0,12,12,15,15,15,15
209,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,health,health,services,services,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,no,False,5,5,4,4,2,2,3,3,4,4,5,5,0,0,9,9,11,11,12,12
210,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,other,other,teacher,teacher,reputation,reputation,father,father,2,2,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,no,False,no,False,4,4,4,4,3,3,1,1,1,1,2,2,2,2,11,11,13,13,14,14
211,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,services,services,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,yes,True,no,False,yes,True,no,False,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,1,1,5,5,4,4,10,10,13,13,14,14
212,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,services,services,services,services,reputation,reputation,mother,mother,2,2,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,1,1,1,1,1,1,5,5,0,0,17,17,16,16,17,17
213,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,services,services,teacher,teacher,course,course,father,father,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,1,1,1,1,5,5,2,2,19,19,18,18,18,18
214,GP,GP,M,M,15,15,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,health,health,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,no,False,no,False,3,3,2,2,2,2,1,1,1,1,5,5,4,4,14,14,15,15,15,15
215,GP,GP,M,M,15,15,U,U,LE3,LE3,A,A,2,2,1,1,services,services,other,other,course,course,mother,mother,4,4,1,1,3,3,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,5,5,5,5,2,2,5,5,5,5,0,0,8,8,9,9,10,10
216,GP,GP,M,M,15,15,U,U,LE3,LE3,A,A,3,3,2,2,services,services,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,4,4,2,2,2,2,1,1,1,1,1,1,0,0,16,16,18,18,19,19
217,GP,GP,M,M,15,15,U,U,LE3,LE3,A,A,4,4,2,2,health,health,health,health,other,other,father,father,2,2,1,1,1,1,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,no,False,5,5,5,5,5,5,3,3,4,4,5,5,6,6,11,11,11,11,10,10
218,GP,GP,M,M,15,15,U,U,LE3,LE3,A,A,4,4,4,4,teacher,teacher,teacher,teacher,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,5,5,3,3,1,1,1,1,4,4,6,6,18,18,19,19,19,19
219,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,1,1,2,2,other,other,at_home,at_home,home,home,father,father,1,1,2,2,0,0,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,2,2,1,1,1,1,5,5,2,2,9,9,10,10,9,9
220,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,2,2,2,2,services,services,health,health,reputation,reputation,mother,mother,1,1,4,4,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,4,4,1,1,1,1,4,4,6,6,11,11,13,13,14,14
221,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,2,2,2,2,services,services,services,services,home,home,mother,mother,2,2,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,3,3,4,4,4,4,15,15,15,15,15,15
222,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,3,3,3,3,other,other,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,yes,True,no,False,5,5,3,3,2,2,1,1,1,1,2,2,0,0,8,8,10,10,12,12
223,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,4,4,2,2,teacher,teacher,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,3,3,5,5,2,2,1,1,1,1,3,3,10,10,18,18,19,19,19,19
224,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,4,4,3,3,teacher,teacher,services,services,home,home,mother,mother,1,1,3,3,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,3,3,1,1,1,1,4,4,2,2,15,15,16,16,18,18
225,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,4,4,4,4,health,health,services,services,course,course,father,father,1,1,1,1,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,1,1,3,3,5,5,2,2,14,14,14,14,14,14
226,GP,GP,M,M,15,15,U,U,LE3,LE3,T,T,4,4,4,4,teacher,teacher,other,other,home,home,other,other,1,1,1,1,0,0,no,False,yes,True,no,False,no,False,no,False,yes,True,yes,True,yes,True,5,5,4,4,3,3,2,2,4,4,5,5,8,8,12,12,12,12,12,12
227,GP,GP,M,M,16,16,R,R,GT3,GT3,A,A,4,4,4,4,other,other,teacher,teacher,reputation,reputation,mother,mother,2,2,3,3,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,2,2,4,4,3,3,1,1,1,1,5,5,7,7,15,15,16,16,15,15
228,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,2,2,1,1,other,other,other,other,course,course,mother,mother,2,2,1,1,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,no,False,3,3,3,3,2,2,1,1,3,3,3,3,0,0,8,8,9,9,8,8
229,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,2,2,2,2,at_home,at_home,other,other,course,course,mother,mother,3,3,1,1,0,0,no,False,no,False,no,False,no,False,no,False,yes,True,no,False,no,False,4,4,2,2,2,2,1,1,2,2,3,3,2,2,17,17,15,15,15,15
230,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,3,3,3,3,services,services,services,services,reputation,reputation,mother,mother,1,1,1,1,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,2,2,3,3,4,4,5,5,8,8,8,8,9,9,10,10
231,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,4,4,2,2,teacher,teacher,services,services,other,other,mother,mother,1,1,1,1,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,3,3,3,3,4,4,3,3,10,10,10,10,8,8,9,9
232,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,4,4,3,3,services,services,other,other,reputation,reputation,mother,mother,2,2,1,1,0,0,yes,True,yes,True,no,False,yes,True,no,False,yes,True,yes,True,no,False,3,3,3,3,3,3,1,1,1,1,4,4,2,2,11,11,15,15,15,15
233,GP,GP,M,M,16,16,R,R,GT3,GT3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,3,3,5,5,5,5,2,2,5,5,4,4,8,8,18,18,18,18,18,18
234,GP,GP,M,M,16,16,R,R,LE3,LE3,T,T,3,3,3,3,teacher,teacher,other,other,home,home,father,father,3,3,1,1,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,3,3,3,3,4,4,3,3,5,5,3,3,8,8,9,9,9,9,10,10
235,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,0,0,2,2,other,other,other,other,other,other,mother,mother,1,1,1,1,0,0,no,False,no,False,yes,True,no,False,no,False,yes,True,yes,True,no,False,4,4,3,3,2,2,2,2,4,4,5,5,0,0,13,13,15,15,15,15
236,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,1,1,0,0,other,other,other,other,reputation,reputation,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,2,2,1,1,1,1,3,3,2,2,13,13,15,15,16,16
237,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,1,1,2,2,services,services,services,services,other,other,mother,mother,1,1,1,1,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,3,3,3,3,3,3,1,1,2,2,3,3,2,2,11,11,12,12,11,11
238,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,2,2,1,1,other,other,other,other,course,course,mother,mother,3,3,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,1,1,1,1,4,4,6,6,18,18,18,18,18,18
239,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,2,2,2,2,other,other,other,other,course,course,father,father,1,1,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,4,4,3,3,5,5,2,2,4,4,4,4,4,4,10,10,10,10,10,10
240,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,2,2,2,2,services,services,other,other,reputation,reputation,father,father,2,2,2,2,1,1,no,False,no,False,yes,True,yes,True,no,False,yes,True,yes,True,no,False,4,4,4,4,2,2,1,1,1,1,3,3,12,12,11,11,10,10,10,10
241,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,2,2,3,3,other,other,other,other,home,home,father,father,2,2,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,1,1,3,3,0,0,13,13,14,14,14,14
242,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,1,1,other,other,other,other,reputation,reputation,father,father,2,2,4,4,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,4,4,3,3,2,2,1,1,1,1,5,5,0,0,13,13,15,15,15,15
243,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,1,1,other,other,other,other,reputation,reputation,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,no,False,5,5,3,3,2,2,2,2,2,2,5,5,2,2,12,12,12,12,14,14
244,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,2,2,at_home,at_home,other,other,reputation,reputation,mother,mother,2,2,3,3,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,5,5,3,3,3,3,1,1,3,3,2,2,10,10,11,11,9,9,10,10
245,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,2,2,other,other,other,other,home,home,mother,mother,1,1,1,1,0,0,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,no,False,5,5,4,4,3,3,1,1,1,1,5,5,0,0,12,12,14,14,15,15
246,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,2,2,services,services,services,services,course,course,mother,mother,2,2,1,1,1,1,no,False,yes,True,no,False,yes,True,no,False,no,False,no,False,no,False,4,4,5,5,2,2,1,1,1,1,2,2,16,16,12,12,11,11,12,12
247,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,3,3,at_home,at_home,other,other,reputation,reputation,other,other,3,3,2,2,0,0,yes,True,yes,True,no,False,no,False,no,False,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,3,3,2,2,6,6,7,7,10,10,10,10
248,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,3,3,other,other,services,services,course,course,father,father,1,1,2,2,1,1,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,4,4,5,5,5,5,4,4,4,4,5,5,4,4,10,10,12,12,12,12
249,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,3,3,other,other,services,services,home,home,father,father,2,2,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,2,2,1,1,1,1,5,5,0,0,13,13,14,14,13,13
250,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,3,3,services,services,other,other,home,home,father,father,1,1,3,3,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,1,1,5,5,2,2,16,16,18,18,18,18
251,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,3,3,services,services,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,2,2,3,3,1,1,2,2,3,3,2,2,12,12,13,13,12,12
252,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,3,3,4,4,other,other,other,other,course,course,father,father,3,3,1,1,2,2,no,False,yes,True,no,False,yes,True,no,False,yes,True,yes,True,no,False,3,3,4,4,5,5,2,2,4,4,2,2,0,0,6,6,5,5,0,0
253,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,3,3,health,health,services,services,reputation,reputation,mother,mother,1,1,4,4,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,2,2,2,2,1,1,1,1,2,2,4,4,19,19,19,19,20,20
254,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,3,3,4,4,3,3,2,2,3,3,3,3,10,10,9,9,8,8,8,8
255,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,health,health,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,3,3,4,4,4,4,1,1,4,4,5,5,18,18,14,14,11,11,13,13
256,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,health,health,other,other,reputation,reputation,father,father,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,2,2,4,4,2,2,4,4,1,1,2,2,14,14,13,13,13,13
257,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,services,services,services,services,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,3,3,2,2,1,1,2,2,5,5,0,0,13,13,12,12,12,12
258,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,services,services,services,services,other,other,mother,mother,1,1,1,1,0,0,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,5,5,5,5,5,5,5,5,4,4,14,14,7,7,7,7,5,5
259,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,services,services,teacher,teacher,other,other,father,father,1,1,3,3,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,4,4,3,3,1,1,1,1,4,4,0,0,16,16,17,17,17,17
260,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,course,course,father,father,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,4,4,1,1,2,2,5,5,2,2,15,15,15,15,16,16
261,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,course,course,mother,mother,1,1,1,1,0,0,no,False,yes,True,no,False,no,False,yes,True,no,False,yes,True,yes,True,3,3,3,3,2,2,2,2,1,1,5,5,0,0,7,7,6,6,0,0
262,GP,GP,M,M,16,16,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,4,4,5,5,5,5,5,5,5,5,16,16,10,10,12,12,11,11
263,GP,GP,M,M,16,16,U,U,LE3,LE3,A,A,3,3,4,4,services,services,other,other,home,home,mother,mother,1,1,2,2,0,0,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,1,1,5,5,4,4,11,11,11,11,11,11
264,GP,GP,M,M,16,16,U,U,LE3,LE3,A,A,4,4,4,4,teacher,teacher,health,health,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,no,False,yes,True,yes,True,no,False,no,False,4,4,1,1,3,3,3,3,5,5,5,5,18,18,8,8,6,6,7,7
265,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,1,1,1,1,other,other,other,other,home,home,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,3,3,4,4,2,2,1,1,1,1,5,5,18,18,9,9,7,7,6,6
266,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,1,1,1,1,services,services,other,other,course,course,mother,mother,1,1,2,2,1,1,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,yes,True,4,4,4,4,4,4,1,1,3,3,5,5,0,0,14,14,12,12,12,12
267,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,1,1,2,2,other,other,other,other,course,course,mother,mother,2,2,1,1,1,1,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,no,False,4,4,4,4,4,4,2,2,4,4,5,5,0,0,7,7,0,0,0,0
268,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,2,2,1,1,at_home,at_home,other,other,course,course,mother,mother,1,1,1,1,1,1,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,yes,True,4,4,4,4,4,4,3,3,5,5,5,5,6,6,12,12,13,13,14,14
269,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,2,2,1,1,other,other,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,2,2,3,3,1,1,2,2,5,5,0,0,15,15,15,15,15,15
270,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,2,2,2,2,other,other,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,1,1,1,1,3,3,0,0,12,12,12,12,11,11
271,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,2,2,2,2,other,other,other,other,reputation,reputation,mother,mother,2,2,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,4,4,2,2,4,4,5,5,0,0,13,13,13,13,12,12
272,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,2,2,2,2,services,services,services,services,reputation,reputation,father,father,2,2,1,1,2,2,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,2,2,3,3,3,3,2,2,2,2,2,2,8,8,9,9,9,9,9,9
